Student_ID,Gender,Age,Attendance,Study_Hours,Assignment_Marks,Internal_Marks,Previous_Semester_Marks,Internet_Access,Family_Support,Extra_Curricular,Sleep_Hours,Daily_Screen_Time,Project_Marks,Quiz_Marks,Class_Participation,Final_Exam_Marks,Performance
STU_2026808,Male,22,55.7,4.3,89.7,92.7,71.6,Yes,Medium,Yes,9.0,6.0,50.3,95.2,44.3,73.8,Good
STU_2026809,Male,21,67.3,5.2,87.0,93.1,88.5,Yes,Medium,No,6.0,1.5,83.2,65.9,46.7,80.4,Good
STU_2026810,Female,22,75.4,7.5,56.6,56.8,61.7,No,Medium,Yes,9.4,1.8,76.9,51.4,45.9,62.6,Average
STU_2026811,Female,18,93.7,6.9,96.5,75.0,71.5,Yes,High,Yes,5.9,4.6,80.8,62.2,57.7,81.7,Good
STU_2026812,Male,18,74.7,7.4,47.5,95.2,80.2,Yes,High,No,9.3,4.3,61.1,43.1,75.8,71.6,Good
STU_2026813,Female,25,85.1,1.1,92.5,97.5,56.2,Yes,Medium,No,4.8,7.7,58.8,74.5,60.7,74.5,Good
STU_2026814,Female,21,99.6,3.0,98.3,68.1,56.7,Yes,High,No,8.0,7.6,81.1,65.0,84.3,70.3,Good
STU_2026815,Female,25,56.6,7.0,50.6,64.4,96.0,No,High,Yes,7.2,6.5,52.9,37.2,80.3,64.8,Average
STU_2026816,Female,21,63.7,5.4,83.3,53.1,83.4,Yes,Low,No,6.9,5.2,65.2,43.8,38.9,64.9,Average
STU_2026817,Male,24,69.7,1.0,42.4,97.3,74.6,Yes,Medium,No,5.6,4.2,51.3,63.6,33.4,62.2,Average
STU_2026818,Male,24,,8.2,64.3,44.3,78.9,Yes,Low,No,8.0,3.5,40.5,92.1,91.5,65.1,Average
STU_2026819,Male,23,70.6,8.0,71.0,72.7,41.8,No,Medium,No,5.5,7.6,98.2,69.6,35.6,63.5,Average
STU_2026820,Female,21,95.4,5.9,74.8,53.4,77.1,Yes,High,Yes,7.3,5.2,65.9,77.7,40.4,71.4,Good
STU_2026821,Male,20,85.7,1.6,96.2,53.1,70.6,Yes,Medium,No,5.8,5.1,98.2,53.7,31.5,68.3,Average
STU_2026822,Male,22,80.4,7.9,80.3,61.3,72.7,Yes,High,No,9.3,2.6,48.4,70.0,74.0,69.1,Average
STU_2026823,Male,21,65.5,6.3,68.9,99.9,61.6,Yes,Medium,No,4.6,1.3,75.2,61.3,70.8,72.6,Good
STU_2026824,Female,19,91.2,8.0,88.6,38.6,44.9,Yes,High,Yes,5.5,7.6,52.1,76.1,99.1,68.5,Average
STU_2026825,Female,23,97.8,7.8,97.0,72.6,51.6,Yes,Medium,No,5.7,3.2,87.4,33.5,92.1,70.8,Good
STU_2026826,Male,19,91.1,8.2,41.3,40.4,97.0,Yes,High,No,6.6,4.1,87.0,64.5,58.8,72.6,Good
STU_2026827,Male,18,50.1,5.7,99.0,45.0,64.5,Yes,Low,Yes,5.7,1.8,46.8,50.7,56.0,55.3,Average
STU_2026828,Female,24,81.8,2.3,45.2,63.6,68.0,Yes,Low,Yes,7.0,6.9,94.7,52.8,50.8,54.5,Average
STU_2026829,Male,22,52.6,7.0,88.9,68.2,43.2,Yes,Medium,No,8.9,1.2,51.7,97.3,40.7,63.9,Average
STU_2026830,Male,21,62.9,6.6,56.8,51.8,42.3,Yes,Medium,No,8.1,6.8,76.8,42.8,39.7,57.6,Average
STU_2026831,Male,19,53.0,7.7,47.9,55.6,83.0,No,Medium,No,7.4,2.0,99.1,51.8,39.3,69.8,Average
STU_2026832,Male,22,80.2,2.5,66.4,40.7,72.3,No,Medium,No,4.9,7.2,92.9,65.7,38.0,60.9,Average
STU_2026833,Male,18,84.3,2.8,78.6,54.7,70.5,Yes,Medium,No,8.0,6.1,97.4,90.4,46.8,81.7,Good
STU_2026834,Female,24,55.7,9.0,62.9,97.8,54.6,Yes,Medium,No,5.3,2.2,60.6,59.2,51.5,70.4,Good
STU_2026835,Male,20,69.2,7.7,43.3,96.4,84.7,Yes,Medium,Yes,8.4,5.0,46.3,82.1,97.3,76.6,Good
STU_2026836,Female,23,72.8,9.2,76.0,56.8,50.1,Yes,Low,No,5.8,3.2,51.3,89.9,70.5,62.0,Average
STU_2026837,Male,22,68.5,7.8,94.1,72.1,51.4,Yes,Medium,No,6.6,2.2,70.0,51.7,99.1,69.1,Average
STU_2026838,Female,22,56.1,6.4,63.0,94.1,67.6,Yes,Medium,Yes,6.3,7.0,87.6,57.5,56.1,75.0,Good
STU_2026839,Female,20,70.9,6.9,53.0,35.4,57.2,Yes,Medium,No,8.8,3.8,49.0,55.0,62.0,46.5,Poor
STU_2026840,Male,22,87.6,9.0,66.6,87.7,54.8,No,Medium,No,5.1,3.8,79.6,88.3,52.7,79.8,Good
STU_2026841,Female,18,53.6,6.2,42.9,96.6,78.7,Yes,Medium,No,7.3,2.2,59.4,33.1,42.8,73.6,Good
STU_2026842,Male,18,54.0,6.7,89.2,40.9,79.1,Yes,High,No,5.2,3.7,60.5,51.6,40.0,57.6,Average
STU_2026843,Female,20,67.7,2.4,89.6,45.5,89.5,Yes,Medium,No,8.0,7.1,79.7,77.6,96.2,68.9,Average
STU_2026844,Male,23,97.1,5.3,75.3,97.4,65.1,Yes,Low,Yes,9.0,3.5,68.0,69.6,99.1,78.7,Good
STU_2026845,Male,21,83.4,7.4,61.2,69.9,44.4,Yes,Medium,No,6.7,7.7,88.7,60.5,33.1,65.9,Average
STU_2026846,Male,19,83.9,3.4,88.0,35.9,56.4,Yes,Medium,No,6.9,7.6,49.4,67.8,40.5,47.9,Poor
STU_2026847,Female,21,68.1,2.8,73.3,51.7,98.8,Yes,High,No,9.1,2.0,87.4,43.8,59.6,73.1,Good
STU_2026848,Female,22,79.7,3.8,89.6,64.2,75.8,Yes,Medium,No,7.1,2.2,43.9,60.2,43.0,62.3,Average
STU_2026849,Female,19,50.5,3.2,77.9,80.0,82.6,No,Medium,No,6.9,7.0,51.6,65.1,55.5,61.5,Average
STU_2026850,Male,25,81.8,2.9,87.1,82.7,40.4,Yes,Medium,Yes,7.4,3.7,79.4,93.1,39.0,78.6,Good
STU_2026851,Female,20,95.7,4.8,75.9,99.7,71.1,Yes,High,Yes,7.9,1.0,91.3,48.3,62.0,84.7,Good
STU_2026852,Male,20,80.6,9.2,64.8,53.7,42.3,Yes,Low,No,5.0,2.9,55.2,90.7,49.0,51.5,Average
STU_2026853,Female,23,93.7,5.6,97.5,70.0,74.2,Yes,Medium,Yes,8.6,5.2,59.6,75.1,54.6,75.0,Good
STU_2026854,Male,19,86.2,2.7,72.5,69.7,95.2,Yes,High,Yes,6.7,6.6,72.2,31.4,36.6,67.2,Average
STU_2026855,Male,18,56.0,1.7,76.3,61.4,,Yes,High,No,4.9,1.9,52.7,80.7,60.0,71.8,Good
STU_2026856,Male,19,95.1,7.3,53.2,46.0,72.4,No,High,No,8.4,1.8,88.7,32.5,98.8,63.7,Average
STU_2026857,Male,22,53.3,4.4,77.5,98.5,67.5,No,Medium,Yes,6.4,7.5,86.4,99.8,53.0,70.5,Good
STU_2026858,Female,18,76.7,8.4,74.3,90.5,96.7,Yes,High,No,5.0,6.3,48.7,91.1,91.4,73.2,Good
STU_2026859,Male,24,57.1,6.9,51.1,67.4,80.4,No,High,No,7.7,5.1,67.8,50.8,89.0,69.1,Average
STU_2026860,Female,24,50.6,8.2,43.6,74.2,43.9,Yes,Medium,No,8.9,6.4,86.5,48.0,96.6,58.9,Average
STU_2026861,Male,25,71.1,3.4,76.3,49.8,67.9,Yes,High,No,8.9,4.0,60.2,56.7,85.3,58.8,Average
STU_2026862,Female,24,64.8,7.2,85.8,70.3,54.4,Yes,High,No,9.3,6.3,78.0,54.9,76.2,68.5,Average
STU_2026863,Male,20,74.3,3.4,71.4,80.2,68.2,Yes,Medium,Yes,8.8,3.6,43.0,56.1,90.0,70.2,Good
STU_2026864,Male,19,78.9,9.5,53.6,68.5,67.3,Yes,Medium,Yes,4.5,2.7,76.5,52.3,35.3,66.6,Average
STU_2026865,Female,24,52.2,6.7,80.0,99.4,74.9,Yes,Medium,No,6.4,6.1,49.2,73.5,62.4,72.7,Good
STU_2026866,Male,21,56.2,3.9,44.8,74.7,61.4,Yes,Medium,No,8.6,3.9,89.8,41.5,99.2,65.2,Average
STU_2026867,Male,23,77.9,3.4,66.5,59.1,49.9,Yes,Medium,No,6.3,7.9,61.3,89.2,83.9,54.2,Average
STU_2026868,Female,21,67.2,2.7,49.8,85.2,70.2,Yes,Medium,No,7.5,3.4,56.9,86.9,97.3,79.2,Good
STU_2026869,Female,24,86.5,7.3,51.1,46.1,89.8,No,High,No,7.5,7.5,90.5,63.4,84.6,66.9,Average
STU_2026870,Male,25,82.6,3.0,52.1,60.0,79.8,Yes,High,No,6.3,7.5,43.0,89.7,91.2,64.4,Average
STU_2026871,Male,23,92.3,6.4,63.2,57.6,60.3,Yes,Medium,Yes,9.0,2.7,63.8,47.3,79.5,65.9,Average
STU_2026872,Female,22,84.6,3.4,43.1,63.1,96.1,Yes,High,Yes,7.0,6.6,62.2,31.2,83.2,67.6,Average
STU_2026873,Male,21,71.5,7.0,63.9,85.8,94.7,Yes,Medium,No,6.8,4.0,57.1,73.3,66.6,77.9,Good
STU_2026874,Male,25,83.6,8.3,70.7,66.5,52.6,Yes,Medium,Yes,9.5,7.4,94.7,62.1,94.7,69.9,Average
STU_2026875,Male,19,63.8,8.0,69.0,86.6,42.4,Yes,High,Yes,7.0,4.2,85.1,69.7,87.8,69.1,Average
STU_2026876,Female,19,65.3,7.8,63.0,72.5,84.5,Yes,High,No,5.4,6.2,43.8,93.0,89.1,68.7,Average
STU_2026877,Female,21,89.4,2.7,90.3,57.2,89.7,Yes,High,No,7.1,4.3,82.9,97.9,77.1,80.4,Good
STU_2026878,Male,24,72.3,1.8,48.7,87.6,98.1,Yes,Medium,No,8.6,2.6,71.6,74.4,51.3,71.6,Good
STU_2026879,Male,25,89.9,7.3,70.3,50.5,93.4,Yes,Medium,Yes,8.4,2.4,94.1,83.5,32.5,74.5,Good
STU_2026880,Male,19,91.1,4.3,43.7,49.6,76.0,Yes,Medium,Yes,8.4,4.0,58.8,35.9,95.5,67.1,Average
STU_2026881,Female,22,92.9,4.9,44.3,67.8,71.8,Yes,High,Yes,8.0,6.3,74.4,41.3,71.0,73.8,Good
STU_2026882,Male,18,95.8,1.3,74.4,52.0,41.7,No,Medium,No,5.8,5.2,70.0,81.3,50.9,58.4,Average
STU_2026883,Male,24,71.5,3.3,74.0,35.6,54.8,Yes,Low,No,8.8,5.8,69.4,60.2,40.4,52.7,Average
STU_2026884,Female,25,65.9,1.3,92.7,77.1,67.6,Yes,High,No,9.0,3.0,67.4,61.2,88.1,70.9,Good
STU_2026885,Male,22,79.1,8.9,73.5,68.2,77.7,Yes,Medium,No,5.5,4.4,52.3,51.6,88.6,67.3,Average
STU_2026886,Female,25,68.6,3.2,97.6,64.0,73.4,Yes,Low,No,5.2,1.3,85.3,72.5,87.0,67.9,Average
STU_2026887,Male,23,80.1,6.0,42.9,97.9,84.6,No,High,Yes,9.4,6.7,67.1,43.0,75.2,71.8,Good
STU_2026888,Male,22,85.3,1.4,45.9,72.1,56.8,Yes,Medium,No,8.8,7.9,97.5,73.9,55.6,63.1,Average
STU_2026889,Male,24,84.4,7.0,42.6,91.1,73.9,Yes,High,No,9.0,3.8,55.6,42.2,51.3,69.1,Average
STU_2026890,Female,23,68.7,3.9,51.1,44.1,45.3,Yes,Medium,No,8.9,1.1,81.0,34.5,30.6,55.1,Average
STU_2026891,Female,24,58.3,9.1,72.5,72.0,64.8,Yes,High,No,7.2,2.2,96.4,53.1,88.4,80.5,Good
STU_2026892,Female,19,71.5,9.0,78.7,91.4,85.0,Yes,Low,Yes,7.7,5.6,79.8,46.2,36.1,74.7,Good
STU_2026893,Male,18,57.1,3.9,42.7,72.9,81.6,Yes,Medium,No,7.2,5.3,92.3,92.2,74.2,72.6,Good
STU_2026894,Female,24,94.5,9.1,96.8,81.7,99.4,Yes,Medium,No,4.8,6.5,89.6,33.8,65.3,84.6,Good
STU_2026895,Male,24,67.3,10.0,90.5,59.2,56.7,Yes,Medium,Yes,8.2,2.8,61.6,42.4,66.9,73.9,Good
STU_2026896,Male,19,57.7,8.4,57.8,41.0,69.9,Yes,Medium,Yes,7.0,6.3,76.0,68.4,94.9,66.1,Average
STU_2026897,Female,20,51.3,8.6,44.6,64.8,59.8,No,Medium,No,7.7,5.8,49.4,63.7,32.2,61.0,Average
STU_2026898,Male,19,82.3,3.2,50.2,60.6,66.4,Yes,Low,No,7.0,3.3,72.1,33.2,84.1,66.7,Average
STU_2026899,Male,23,81.8,6.2,47.6,91.4,91.4,Yes,Low,Yes,7.0,4.8,53.8,30.5,33.6,68.6,Average
STU_2026900,Male,19,67.0,1.6,47.4,50.9,81.1,Yes,Medium,No,5.4,2.0,84.6,99.2,32.7,60.2,Average
STU_2026901,Male,19,53.6,1.9,71.1,97.8,92.9,Yes,Low,Yes,5.9,4.2,71.7,76.1,60.1,70.7,Good
STU_2026902,Male,18,70.5,10.0,54.8,97.3,52.2,Yes,Medium,No,5.3,7.2,64.7,55.6,34.4,64.6,Average
STU_2026903,Female,19,65.6,3.9,61.5,51.1,92.4,Yes,Medium,Yes,5.5,3.9,56.1,62.9,85.2,67.4,Average
STU_2026904,Male,25,83.9,7.7,99.4,57.6,43.6,Yes,Medium,Yes,9.4,6.9,99.9,48.7,67.1,74.0,Good
STU_2026905,Female,24,80.3,8.3,81.1,93.2,93.3,Yes,High,No,5.3,5.1,44.3,54.1,32.0,79.9,Good
STU_2026906,Female,25,68.2,8.7,96.9,97.8,59.7,Yes,High,Yes,5.8,2.3,42.6,75.4,32.8,81.3,Good
STU_2026907,Male,18,60.9,10.0,48.6,63.8,58.9,No,High,No,7.5,5.1,53.0,91.8,72.9,64.6,Average
STU_2026908,Male,21,99.4,3.2,62.9,55.9,70.7,Yes,Medium,Yes,7.6,4.5,98.3,42.9,86.4,74.7,Good
STU_2026909,Male,20,72.7,1.4,73.3,69.2,96.4,Yes,High,No,5.3,3.8,98.8,88.8,60.6,82.2,Good
STU_2026910,Female,25,84.4,4.7,44.6,79.7,42.9,Yes,Medium,Yes,8.5,1.8,79.3,38.5,68.8,59.2,Average
STU_2026911,Male,18,57.0,2.2,40.3,52.8,61.1,Yes,Low,No,8.4,3.9,92.8,45.0,86.0,56.8,Average
STU_2026912,Female,23,74.3,1.2,80.2,82.9,91.4,Yes,High,No,5.7,1.5,52.8,32.6,72.7,75.2,Good
STU_2026913,Male,21,51.4,4.2,78.5,38.4,63.8,Yes,Medium,Yes,5.9,1.7,98.3,39.9,45.7,61.5,Average
STU_2026914,Female,18,75.3,8.1,64.6,38.2,51.9,Yes,High,No,9.2,3.9,48.6,94.2,72.9,54.8,Average
STU_2026915,Male,18,,6.1,69.4,60.1,65.5,Yes,High,Yes,8.6,3.1,46.1,62.2,74.0,57.9,Average
STU_2026916,Male,20,69.2,3.8,64.9,58.0,63.1,Yes,Medium,No,8.0,7.5,46.7,35.4,81.4,56.3,Average
STU_2026917,Female,24,51.9,6.9,41.4,55.5,94.9,Yes,Medium,Yes,4.9,3.6,74.4,97.2,73.5,69.0,Average
STU_2026918,Female,25,51.5,3.1,60.1,66.9,85.7,Yes,Medium,No,6.6,6.3,86.9,91.5,97.8,66.0,Average
STU_2026919,Male,23,69.4,1.1,50.6,55.8,70.3,Yes,High,No,7.3,4.7,62.0,82.8,43.8,64.8,Average
STU_2026920,Female,22,58.0,7.9,45.9,47.5,99.3,Yes,Medium,No,5.4,5.9,98.7,95.3,96.6,72.0,Good
STU_2026921,Female,25,51.2,6.6,97.4,55.1,67.9,Yes,High,No,6.7,2.8,66.1,45.4,67.7,69.6,Average
STU_2026922,Female,22,87.8,7.9,76.0,98.4,43.5,Yes,High,No,7.5,7.6,49.0,88.5,77.0,67.3,Average
STU_2026923,Female,18,72.9,1.4,83.7,61.7,55.7,Yes,High,No,6.1,4.7,68.0,78.3,37.0,59.9,Average
STU_2026924,Male,19,64.5,8.5,58.9,63.9,66.2,Yes,High,No,8.4,6.8,80.7,90.9,56.6,70.8,Good
STU_2026925,Male,23,95.0,6.6,63.6,72.5,49.4,Yes,High,No,8.7,3.6,89.9,85.8,83.9,75.3,Good
STU_2026926,Male,21,55.8,6.1,54.2,98.9,96.9,Yes,High,Yes,6.1,1.7,67.5,54.3,79.5,81.6,Good
STU_2026927,Female,19,97.8,6.6,45.8,50.7,86.0,Yes,Low,No,8.7,5.7,75.6,84.2,32.8,62.1,Average
STU_2026928,Female,19,65.7,8.8,50.7,79.3,56.1,Yes,High,No,5.0,1.1,56.0,48.4,68.3,63.7,Average
STU_2026929,Male,25,94.4,6.3,87.9,81.5,75.4,Yes,High,No,8.7,4.3,78.8,53.0,36.2,76.9,Good
STU_2026930,Male,23,80.1,6.2,80.7,74.5,83.3,Yes,High,No,5.3,2.3,99.2,37.6,99.7,77.5,Good
STU_2026931,Female,24,91.3,9.9,72.8,40.8,96.5,Yes,Medium,Yes,4.9,5.4,42.9,95.5,92.8,73.7,Good
STU_2026932,Female,18,99.2,7.8,68.5,79.0,92.9,Yes,High,No,7.7,7.9,93.2,50.4,31.5,78.8,Good
STU_2026933,Female,18,64.4,5.0,95.3,39.2,70.9,Yes,Low,Yes,6.9,4.3,73.7,66.4,90.1,66.2,Average
STU_2026934,Male,18,98.1,7.4,44.4,73.7,86.5,Yes,Low,Yes,9.0,6.7,55.1,57.4,94.4,65.5,Average
STU_2026935,Male,18,69.5,4.5,56.8,83.1,73.7,No,High,Yes,6.3,4.6,97.3,97.2,54.7,75.0,Good
STU_2026936,Male,25,69.3,3.1,61.0,48.7,73.2,Yes,Medium,No,5.9,4.5,69.0,53.5,80.4,57.7,Average
STU_2026937,Female,22,67.0,6.4,86.9,89.7,46.9,Yes,High,Yes,7.0,7.5,59.9,84.5,60.9,70.3,Good
STU_2026938,Male,18,77.1,9.4,99.6,37.0,47.6,Yes,Medium,Yes,6.8,7.2,50.9,89.9,75.9,57.8,Average
STU_2026939,Female,22,57.7,9.4,54.4,89.8,71.8,Yes,Medium,No,6.2,6.5,54.7,60.5,53.8,65.2,Average
STU_2026940,Male,22,77.7,4.1,92.5,64.9,56.1,Yes,High,Yes,8.0,3.1,90.0,56.5,52.6,67.5,Average
STU_2026941,Female,24,77.1,5.7,89.8,49.1,41.3,Yes,High,Yes,8.3,4.8,76.9,82.3,59.7,69.2,Average
STU_2026942,Female,18,88.1,2.9,53.5,43.7,83.4,Yes,Medium,Yes,8.8,2.6,94.8,93.9,40.2,70.6,Good
STU_2026943,Female,20,91.7,10.0,64.0,97.0,41.9,Yes,Medium,No,9.4,4.1,53.9,82.8,88.2,74.3,Good
STU_2026944,Male,21,72.0,9.8,64.6,39.7,75.7,Yes,High,No,5.8,4.4,47.3,45.9,54.4,58.4,Average
STU_2026945,Male,19,65.1,6.8,98.7,47.9,72.4,Yes,Medium,Yes,8.1,6.8,40.4,92.2,58.0,67.3,Average
STU_2026946,Male,22,63.0,8.2,50.9,57.6,98.1,Yes,Medium,No,6.5,7.3,70.5,57.1,92.6,64.4,Average
STU_2026947,Female,23,59.7,7.4,87.9,75.3,69.1,Yes,Low,No,7.9,3.9,99.9,70.3,64.8,78.7,Good
STU_2026948,Female,23,52.9,6.3,60.1,70.4,43.8,Yes,High,Yes,6.9,1.1,81.7,88.2,68.1,72.8,Good
STU_2026949,Female,21,67.1,1.5,83.9,43.2,73.1,Yes,Medium,Yes,9.5,7.0,58.5,43.2,97.0,60.6,Average
STU_2026950,Female,23,63.5,5.1,65.2,53.8,90.5,Yes,Medium,No,8.1,2.2,92.6,84.9,92.1,78.5,Good
STU_2026951,Female,20,98.3,7.1,74.7,50.5,99.8,Yes,High,No,9.3,5.4,86.9,71.7,41.9,75.1,Good
STU_2026952,Male,23,77.9,7.1,90.0,48.9,65.8,Yes,Medium,Yes,8.7,1.2,40.9,92.5,63.1,67.8,Average
STU_2026953,Female,19,67.4,4.4,88.2,61.7,59.2,Yes,Medium,Yes,9.0,3.8,89.0,42.0,98.0,63.1,Average
STU_2026954,Male,19,79.0,9.5,92.0,80.8,94.4,No,Low,No,8.6,7.9,58.0,59.4,56.1,68.9,Average
STU_2026955,Male,22,57.0,2.5,43.6,49.1,51.5,No,High,Yes,6.8,1.7,49.0,88.3,56.0,52.3,Average
STU_2026956,Female,18,72.2,5.5,81.5,58.8,76.9,Yes,Medium,No,5.8,4.0,53.6,31.3,43.7,65.1,Average
STU_2026957,Male,24,81.3,7.2,48.4,60.4,64.3,Yes,High,No,6.4,3.2,68.1,37.9,38.0,63.9,Average
STU_2026958,Male,20,74.4,7.3,64.9,98.5,42.5,Yes,Low,No,4.6,7.3,65.5,99.3,81.8,68.0,Average
STU_2026959,Female,22,70.1,6.8,72.9,97.1,60.8,Yes,High,Yes,7.1,7.1,57.3,49.6,83.9,75.1,Good
STU_2026960,Male,20,99.7,3.5,64.2,87.0,55.9,Yes,Low,No,7.0,2.7,50.3,98.3,97.8,73.3,Good
STU_2026961,Female,18,94.0,2.4,71.2,50.7,81.2,Yes,Low,Yes,7.1,1.6,85.7,42.8,84.1,65.4,Average
STU_2026962,Male,25,81.2,6.7,99.8,39.4,96.9,No,High,No,9.4,5.4,99.4,55.3,47.0,70.2,Good
STU_2026963,Male,23,78.5,6.4,48.1,55.6,56.1,Yes,Medium,No,9.1,3.4,86.7,82.7,32.8,62.3,Average
STU_2026964,Male,23,81.0,2.6,80.5,52.3,88.7,Yes,Low,No,5.3,5.7,57.8,76.0,99.0,63.0,Average
STU_2026965,Male,24,60.1,7.3,63.8,67.9,43.3,Yes,High,No,6.3,1.2,54.7,70.7,53.8,54.9,Average
STU_2026966,Female,18,69.8,5.1,48.0,85.6,72.3,Yes,Medium,No,6.6,1.9,53.1,67.1,51.8,67.5,Average
STU_2026967,Male,22,52.0,7.0,49.5,90.8,44.2,Yes,Medium,No,6.3,5.8,48.2,89.0,93.4,64.1,Average
STU_2026968,Female,24,73.8,8.5,97.0,89.9,96.0,Yes,High,No,8.5,2.5,73.1,46.4,71.0,89.3,Excellent
STU_2026969,Male,18,77.2,2.5,92.8,58.4,86.0,Yes,High,No,7.1,7.0,76.3,61.0,45.0,81.6,Good
STU_2026970,Female,21,61.4,1.2,94.4,79.7,79.5,Yes,High,No,7.4,1.4,82.3,40.9,92.2,77.4,Good
STU_2026971,Female,19,98.2,8.0,99.5,55.3,89.4,Yes,High,No,8.8,2.5,80.8,71.7,99.5,80.4,Good
STU_2026972,Female,24,95.5,6.5,52.5,39.0,78.9,No,Medium,No,8.5,8.0,57.5,47.5,36.1,49.5,Poor
STU_2026973,Male,24,86.1,7.3,61.3,80.6,98.1,Yes,High,Yes,5.2,4.0,59.8,53.4,90.4,78.5,Good
STU_2026974,Male,22,76.7,8.5,80.2,35.6,82.8,Yes,Low,No,8.1,5.9,80.9,63.0,57.3,63.8,Average
STU_2026975,Male,20,93.5,8.2,69.0,61.6,95.5,Yes,Medium,No,6.7,2.3,61.0,31.9,66.7,65.3,Average
STU_2026976,Female,21,56.5,9.6,65.1,56.4,71.0,Yes,High,No,6.0,5.3,52.8,36.4,94.0,62.0,Average
STU_2026977,Male,22,89.5,5.8,61.5,80.1,47.0,Yes,Medium,No,4.8,6.1,62.5,78.0,98.1,64.1,Average
STU_2026978,Female,18,56.2,5.4,75.6,84.8,71.7,No,Medium,Yes,6.9,3.2,56.3,60.0,48.4,70.5,Good
STU_2026979,Female,18,89.7,4.6,74.5,54.8,47.6,Yes,Low,Yes,6.3,6.8,45.3,90.5,44.9,61.5,Average
STU_2026980,Male,18,63.8,2.4,49.7,87.8,75.5,Yes,High,Yes,5.8,5.2,89.8,78.6,35.6,78.8,Good
STU_2026981,Female,25,93.9,6.2,68.3,54.1,68.9,Yes,High,Yes,8.0,3.7,91.2,30.6,69.3,70.5,Good
STU_2026982,Male,18,97.2,3.5,73.2,64.0,,Yes,Low,No,8.3,4.9,53.2,73.2,31.0,64.5,Average
STU_2026983,Male,20,57.4,9.3,74.2,82.3,40.6,Yes,Low,No,5.7,5.0,43.9,36.6,58.8,57.2,Average
STU_2026984,Female,21,73.1,6.2,52.6,80.0,51.7,Yes,Medium,No,4.7,2.2,84.3,84.7,35.1,73.7,Good
STU_2026985,Female,23,99.0,6.3,84.5,99.2,69.5,Yes,Medium,No,8.7,3.8,52.7,99.4,58.4,79.2,Good
STU_2026986,Female,19,74.2,4.2,41.5,49.6,97.0,Yes,High,Yes,4.5,3.4,63.6,67.2,32.8,59.8,Average
STU_2026987,Male,20,93.2,1.5,61.3,78.1,63.0,No,Medium,Yes,9.2,3.8,43.8,77.8,88.5,60.3,Average
STU_2026988,Male,20,79.4,1.3,86.8,74.6,65.5,Yes,High,Yes,7.6,6.3,53.6,46.6,44.7,70.8,Good
STU_2026989,Female,25,68.8,4.8,73.8,94.5,82.9,Yes,High,No,6.1,4.4,87.6,60.6,53.0,83.0,Good
STU_2026990,Female,23,64.3,1.8,55.7,45.2,76.2,Yes,Medium,No,5.7,7.6,88.3,89.9,90.9,60.3,Average
STU_2026991,Female,23,60.2,6.5,81.7,83.9,57.9,Yes,High,Yes,4.5,3.1,52.4,41.7,82.2,72.3,Good
STU_2026992,Male,19,88.1,8.9,74.0,71.9,64.6,Yes,Medium,Yes,5.7,3.9,60.2,48.6,45.3,60.8,Average
STU_2026993,Female,19,69.3,8.9,87.8,52.9,53.1,Yes,Low,Yes,5.2,6.5,48.1,61.2,35.0,55.6,Average
STU_2026994,Male,23,75.6,6.9,84.1,65.8,98.0,No,High,No,7.6,4.8,44.5,79.9,80.1,79.4,Good
STU_2026995,Male,18,74.6,2.9,76.6,56.7,47.8,Yes,Low,No,5.3,4.8,99.5,56.3,57.3,57.5,Average
STU_2026996,Female,20,78.9,8.8,69.3,72.7,62.3,Yes,Low,No,7.1,1.4,79.3,94.9,83.6,72.2,Good
STU_2026997,Male,22,93.3,9.0,48.0,92.8,41.6,No,Medium,No,7.5,3.8,72.5,36.6,61.2,60.3,Average
STU_2026998,Female,19,99.0,2.8,55.7,72.0,53.3,Yes,High,No,6.0,2.9,85.9,56.0,54.2,72.2,Good
STU_2026999,Male,25,70.4,7.6,65.1,76.1,86.8,Yes,High,Yes,4.7,8.0,90.4,79.6,61.6,75.0,Good
